""
epoch,train_loss,train_acc,test_acc
1,3.954106082696744,0.09374000132083893,0.1633
2,3.2529358162599453,0.20307999849319458,0.263
3,2.7252693712863776,0.30292001366615295,0.3329
4,2.333759453290564,0.3875400125980377,0.3751
5,2.0659229087707636,0.449319988489151,0.4507
6,1.8776093870782486,0.49522000551223755,0.4684
7,1.7992054531946207,0.5158799886703491,0.5001
8,1.7436906324932948,0.5346400141716003,0.5113
9,1.6155393096187232,0.5637999773025513,0.4877
10,1.57254898822521,0.5704200267791748,0.557
11,1.4854181776266269,0.5898000001907349,0.5143
12,1.463852608295353,0.599560022354126,0.5468
13,1.4586906788294272,0.6039400100708008,0.5399
14,1.4579886716345083,0.604420006275177,0.5318
15,1.3970899973683955,0.6188200116157532,0.5408
16,1.3800248335999297,0.6237000226974487,0.5877
17,1.3189234507968053,0.6356199979782104,0.5724
18,1.3412958993326367,0.6281999945640564,0.5441
19,1.3003028533647738,0.6387799978256226,0.5384
20,1.352644057377525,0.6272600293159485,0.6023
21,0.8932998261945632,0.7585800290107727,0.7109
22,0.6673185582965842,0.8114200234413147,0.7149
23,0.7389365548977767,0.8040800094604492,0.7167
24,0.7624555554078973,0.8052800297737122,0.7169
25,0.6253877468121326,0.8369200229644775,0.7121
26,0.6586568640244891,0.8274000287055969,0.7059
27,0.5702615757198894,0.8510000109672546,0.7057
28,0.6485865790292126,0.8353000283241272,0.7026
29,0.62189586327204,0.843779981136322,0.7037
30,0.5532730449648464,0.8570600152015686,0.686
31,0.4735973103119589,0.874239981174469,0.6992
32,0.568686219051366,0.8529800176620483,0.7044
33,0.5133282341005857,0.8672199845314026,0.6713
34,0.4693749329013288,0.8727800250053406,0.6919
35,0.5051644245529419,0.871399998664856,0.6815
36,0.4099091297906378,0.8914399743080139,0.6853
37,0.44902065171457617,0.8812000155448914,0.674
38,0.49738643861487697,0.8698999881744385,0.6731
39,0.5499398986549329,0.8628399968147278,0.684
40,0.5852850039520532,0.8575599789619446,0.6636
41,0.3498317384735093,0.9233599901199341,0.7444
42,0.27980089435339583,0.9467200040817261,0.7464
43,0.23524948525840364,0.9562199711799622,0.7468
44,0.26148907260021287,0.947920024394989,0.7481
45,0.27008536964883584,0.9485999941825867,0.7503
46,0.22631996890048847,0.9601799845695496,0.7521
47,0.1714729136308593,0.9664599895477295,0.753
48,0.2886890984042679,0.9375200271606445,0.7547
49,0.20462143095805668,0.9630200266838074,0.754
50,0.24108764980836292,0.9587399959564209,0.7495
